totalClassCount,coveredClassCount,totalMethodCount,coveredMethodCount,totalLineCount,coveredLineCount,totalBranchCount,coveredBranchCount,testedClass,testName
1,1,1,1,9,8,6,5,delft.AutoAssigner,AutoAssignerTest.assignstudent
1,1,1,1,9,8,6,5,delft.AutoAssigner,AutoAssignerTest.assignstudent
1,1,1,1,9,8,6,5,delft.AutoAssigner,AutoAssignerTest.assignstudent
1,1,1,1,9,8,6,5,delft.AutoAssigner,AutoAssignerTest.assignstudent
1,1,1,1,9,8,6,5,delft.AutoAssigner,AutoAssignerTest.assignstudent
